command	count	first_seen_utc	last_seen_utc	workdir_count	source_log_count	examples
bash -lc nl -ba /Users/agi/PycharmProjects/thales_agilab/docs/source/environment.rst | sed -n '1,80p'	1	2025-11-08T08:56:50.548000+00:00	2025-11-08T08:56:50.548000+00:00	1	1	bash -lc nl -ba /Users/agi/PycharmProjects/thales_agilab/docs/source/environment.rst | sed -n '1,80p'
bash -lc nl -ba /Users/agi/PycharmProjects/thales_agilab/docs/source/key-generation.rst | sed -n '130,220p'	1	2025-11-08T09:00:24.087000+00:00	2025-11-08T09:00:24.087000+00:00	1	1	bash -lc nl -ba /Users/agi/PycharmProjects/thales_agilab/docs/source/key-generation.rst | sed -n '130,220p'
bash -lc nl -ba /Users/agi/PycharmProjects/thales_agilab/docs/source/key-generation.rst | sed -n '220,260p'	1	2025-11-08T09:00:25.710000+00:00	2025-11-08T09:00:25.710000+00:00	1	1	bash -lc nl -ba /Users/agi/PycharmProjects/thales_agilab/docs/source/key-generation.rst | sed -n '220,260p'
bash -lc nl -ba /Users/agi/PycharmProjects/thales_agilab/docs/source/troubleshooting.rst | sed -n '60,220p'	1	2025-11-08T08:53:00.479000+00:00	2025-11-08T08:53:00.479000+00:00	1	1	bash -lc nl -ba /Users/agi/PycharmProjects/thales_agilab/docs/source/troubleshooting.rst | sed -n '60,220p'
bash -lc nl -ba /Users/agi/PycharmProjects/thales_agilab/docs/source/troubleshooting.rst | sed -n '80,150p'	1	2025-11-08T08:56:52.226000+00:00	2025-11-08T08:56:52.226000+00:00	1	1	bash -lc nl -ba /Users/agi/PycharmProjects/thales_agilab/docs/source/troubleshooting.rst | sed -n '80,150p'
bash -lc nl -ba docs/gen-docs.py | sed -n '1040,1088p'	1	2025-11-14T08:13:44.792000+00:00	2025-11-14T08:13:44.792000+00:00	1	1	bash -lc nl -ba docs/gen-docs.py | sed -n '1040,1088p'
bash -lc nl -ba docs/gen-docs.py | sed -n '1100,1145p'	1	2025-11-13T17:21:00.503000+00:00	2025-11-13T17:21:00.503000+00:00	1	1	bash -lc nl -ba docs/gen-docs.py | sed -n '1100,1145p'
bash -lc nl -ba docs/gen-docs.py | sed -n '190,260p'	1	2025-11-13T17:20:55.237000+00:00	2025-11-13T17:20:55.237000+00:00	1	1	bash -lc nl -ba docs/gen-docs.py | sed -n '190,260p'
bash -lc nl -ba docs/gen-docs.py | sed -n '280,360p'	1	2025-11-14T08:18:32.253000+00:00	2025-11-14T08:18:32.253000+00:00	1	1	bash -lc nl -ba docs/gen-docs.py | sed -n '280,360p'
bash -lc nl -ba docs/gen-docs.py | sed -n '960,1040p'	1	2025-11-14T08:13:41.149000+00:00	2025-11-14T08:13:41.149000+00:00	1	1	bash -lc nl -ba docs/gen-docs.py | sed -n '960,1040p'
bash -lc nl -ba docs/source/license.rst	1	2025-11-14T08:13:47.237000+00:00	2025-11-14T08:13:47.237000+00:00	1	1	bash -lc nl -ba docs/source/license.rst
bash -lc nl -ba install.sh | sed -n '360,420p'	1	2025-11-08T08:55:28.696000+00:00	2025-11-08T08:55:28.696000+00:00	1	1	bash -lc nl -ba install.sh | sed -n '360,420p'
bash -lc nl -ba pycharm/app-scripts/_template_app_get_distrib.xml	1	2025-11-11T19:22:23.600000+00:00	2025-11-11T19:22:23.600000+00:00	1	1	bash -lc nl -ba pycharm/app-scripts/_template_app_get_distrib.xml
bash -lc nl -ba pycharm/app-scripts/_template_app_install.xml	1	2025-11-11T19:22:26.827000+00:00	2025-11-11T19:22:26.827000+00:00	1	1	bash -lc nl -ba pycharm/app-scripts/_template_app_install.xml
bash -lc nl -ba pycharm/app-scripts/_template_app_run.xml	1	2025-11-11T19:22:29.233000+00:00	2025-11-11T19:22:29.233000+00:00	1	1	bash -lc nl -ba pycharm/app-scripts/_template_app_run.xml
bash -lc nl -ba pycharm/setup_pycharm.py | sed -n '20,90p'	1	2025-11-11T19:22:17.935000+00:00	2025-11-11T19:22:17.935000+00:00	1	1	bash -lc nl -ba pycharm/setup_pycharm.py | sed -n '20,90p'
bash -lc nl -ba pycharm/setup_pycharm.py | sed -n '30,80p'	1	2025-11-11T19:15:55.409000+00:00	2025-11-11T19:15:55.409000+00:00	1	1	bash -lc nl -ba pycharm/setup_pycharm.py | sed -n '30,80p'
bash -lc nl -ba pycharm/setup_pycharm.py | sed -n '30,90p'	1	2025-11-11T19:21:48.993000+00:00	2025-11-11T19:21:48.993000+00:00	1	1	bash -lc nl -ba pycharm/setup_pycharm.py | sed -n '30,90p'
bash -lc nl -ba pycharm/setup_pycharm.py | sed -n '620,700p'	1	2025-11-11T19:15:57.082000+00:00	2025-11-11T19:15:57.082000+00:00	1	1	bash -lc nl -ba pycharm/setup_pycharm.py | sed -n '620,700p'
bash -lc nl -ba pycharm/setup_pycharm.py | sed -n '700,760p'	1	2025-11-13T12:05:10.510000+00:00	2025-11-13T12:05:10.510000+00:00	1	1	bash -lc nl -ba pycharm/setup_pycharm.py | sed -n '700,760p'
bash -lc nl -ba pycharm/setup_pycharm.py | sed -n '700,820p'	1	2025-11-11T19:19:37.218000+00:00	2025-11-11T19:19:37.218000+00:00	1	1	bash -lc nl -ba pycharm/setup_pycharm.py | sed -n '700,820p'
bash -lc nl -ba pycharm/setup_pycharm.py | sed -n '740,820p'	1	2025-11-11T19:22:21.022000+00:00	2025-11-11T19:22:21.022000+00:00	1	1	bash -lc nl -ba pycharm/setup_pycharm.py | sed -n '740,820p'
bash -lc nl -ba src/agilab/apps/flight_legacy_project/src/flight_legacy_worker/flight_legacy_worker.py | sed -n '320,380p'	1	2025-11-12T10:41:59.809000+00:00	2025-11-12T10:41:59.809000+00:00	1	1	bash -lc nl -ba src/agilab/apps/flight_legacy_project/src/flight_legacy_worker/flight_legacy_worker.py | sed -n '320,380p'
bash -lc nl -ba src/agilab/apps/flight_project/src/app_args_form.py | sed -n '40,140p'	1	2025-11-07T09:46:26.858000+00:00	2025-11-07T09:46:26.858000+00:00	1	1	bash -lc nl -ba src/agilab/apps/flight_project/src/app_args_form.py | sed -n '40,140p'
bash -lc nl -ba src/agilab/apps/flight_project/src/app_settings.toml | head	1	2025-11-07T09:34:16.966000+00:00	2025-11-07T09:34:16.966000+00:00	1	1	bash -lc nl -ba src/agilab/apps/flight_project/src/app_settings.toml | head
bash -lc nl -ba src/agilab/apps/flight_project/src/flight/flight.py | sed -n '40,90p'	1	2025-11-07T09:05:47.843000+00:00	2025-11-07T09:05:47.843000+00:00	1	1	bash -lc nl -ba src/agilab/apps/flight_project/src/flight/flight.py | sed -n '40,90p'
bash -lc nl -ba src/agilab/apps/flight_project/src/flight/flight.py | sed -n '60,100p'	1	2025-11-07T08:45:24.735000+00:00	2025-11-07T08:45:24.735000+00:00	1	1	bash -lc nl -ba src/agilab/apps/flight_project/src/flight/flight.py | sed -n '60,100p'
bash -lc nl -ba src/agilab/apps/flight_project/src/flight/flight.py | sed -n '70,90p'	1	2025-11-07T08:47:01.826000+00:00	2025-11-07T08:47:01.826000+00:00	1	1	bash -lc nl -ba src/agilab/apps/flight_project/src/flight/flight.py | sed -n '70,90p'
bash -lc nl -ba src/agilab/apps/flight_project/src/flight_worker/flight_worker.py | sed -n '70,150p'	1	2025-11-12T09:09:08.913000+00:00	2025-11-12T09:09:08.913000+00:00	1	1	bash -lc nl -ba src/agilab/apps/flight_project/src/flight_worker/flight_worker.py | sed -n '70,150p'
bash -lc nl -ba src/agilab/apps/flight_trajectory_project/src/app_args_form.py | sed -n '1,200p'	1	2025-11-10T17:41:48.471000+00:00	2025-11-10T17:41:48.471000+00:00	1	1	bash -lc nl -ba src/agilab/apps/flight_trajectory_project/src/app_args_form.py | sed -n '1,200p'
bash -lc nl -ba src/agilab/apps/flight_trajectory_project/src/app_args_form.py | sed -n '1,220p'	1	2025-11-10T18:28:53.282000+00:00	2025-11-10T18:28:53.282000+00:00	1	1	bash -lc nl -ba src/agilab/apps/flight_trajectory_project/src/app_args_form.py | sed -n '1,220p'
bash -lc nl -ba src/agilab/apps/flight_trajectory_project/src/app_args_form.py | sed -n '20,220p'	1	2025-11-10T18:14:14.447000+00:00	2025-11-10T18:14:14.447000+00:00	1	1	bash -lc nl -ba src/agilab/apps/flight_trajectory_project/src/app_args_form.py | sed -n '20,220p'
bash -lc nl -ba src/agilab/apps/flight_trajectory_project/src/flight_trajectory/flight_trajectory_args.py | sed -n '200,320p'	1	2025-11-07T18:13:29.146000+00:00	2025-11-07T18:13:29.146000+00:00	1	1	bash -lc nl -ba src/agilab/apps/flight_trajectory_project/src/flight_trajectory/flight_trajectory_args.py | sed -n '200,320p'
bash -lc nl -ba src/agilab/apps/flight_trajectory_project/src/flight_trajectory/flight_trajectory_args.py | sed -n '90,160p'	1	2025-11-10T18:28:56.680000+00:00	2025-11-10T18:28:56.680000+00:00	1	1	bash -lc nl -ba src/agilab/apps/flight_trajectory_project/src/flight_trajectory/flight_trajectory_args.py | sed -n '90,160p'
bash -lc nl -ba src/agilab/apps/flight_trajectory_project/src/flight_trajectory_worker/flight_trajectory_worker.py | sed -n '1660,1750p'	1	2025-11-12T10:41:49.158000+00:00	2025-11-12T10:41:49.158000+00:00	1	1	bash -lc nl -ba src/agilab/apps/flight_trajectory_project/src/flight_trajectory_worker/flight_trajectory_worker.py | sed -n '1660,1750p'
bash -lc nl -ba src/agilab/apps/install.py | sed -n '1,200p'	1	2025-11-12T05:27:57.717000+00:00	2025-11-12T05:27:57.717000+00:00	1	1	bash -lc nl -ba src/agilab/apps/install.py | sed -n '1,200p'
bash -lc nl -ba src/agilab/apps/install.py | sed -n '1,220p'	1	2025-11-11T12:51:20.717000+00:00	2025-11-11T12:51:20.717000+00:00	1	1	bash -lc nl -ba src/agilab/apps/install.py | sed -n '1,220p'
bash -lc nl -ba src/agilab/apps/install.py | sed -n '30,130p'	1	2025-11-11T13:03:38.721000+00:00	2025-11-11T13:03:38.721000+00:00	1	1	bash -lc nl -ba src/agilab/apps/install.py | sed -n '30,130p'
bash -lc nl -ba src/agilab/apps/install.py | sed -n '30,90p'	1	2025-11-11T13:03:23.183000+00:00	2025-11-11T13:03:23.183000+00:00	1	1	bash -lc nl -ba src/agilab/apps/install.py | sed -n '30,90p'
bash -lc nl -ba src/agilab/apps/link_sim_project/src/app_args_form.py | sed -n '1,200p'	1	2025-11-13T08:52:26.625000+00:00	2025-11-13T08:52:26.625000+00:00	1	1	bash -lc nl -ba src/agilab/apps/link_sim_project/src/app_args_form.py | sed -n '1,200p'
bash -lc nl -ba src/agilab/apps/link_sim_project/src/link_sim/link_sim.py | sed -n '300,350p'	1	2025-11-13T09:13:17.547000+00:00	2025-11-13T09:13:17.547000+00:00	1	1	bash -lc nl -ba src/agilab/apps/link_sim_project/src/link_sim/link_sim.py | sed -n '300,350p'
bash -lc nl -ba src/agilab/apps/link_sim_project/src/link_sim/link_sim.py | sed -n '308,340p'	1	2025-11-13T09:29:13.047000+00:00	2025-11-13T09:29:13.047000+00:00	1	1	bash -lc nl -ba src/agilab/apps/link_sim_project/src/link_sim/link_sim.py | sed -n '308,340p'
bash -lc nl -ba src/agilab/apps/link_sim_project/src/link_sim_worker/link_sim_worker.py | sed -n '1500,1590p'	1	2025-11-12T10:41:44.401000+00:00	2025-11-12T10:41:44.401000+00:00	1	1	bash -lc nl -ba src/agilab/apps/link_sim_project/src/link_sim_worker/link_sim_worker.py | sed -n '1500,1590p'
bash -lc nl -ba src/agilab/apps/mycode_project/src/mycode/mycode.py | head -n 120	1	2025-11-13T12:27:55.810000+00:00	2025-11-13T12:27:55.810000+00:00	1	1	bash -lc nl -ba src/agilab/apps/mycode_project/src/mycode/mycode.py | head -n 120
bash -lc nl -ba src/agilab/apps/network_sim_project/src/network_sim_worker/network_sim_worker.py | sed -n '30,90p'	1	2025-11-12T10:41:40.900000+00:00	2025-11-12T10:41:40.900000+00:00	1	1	bash -lc nl -ba src/agilab/apps/network_sim_project/src/network_sim_worker/network_sim_worker.py | sed -n '30,90p'
bash -lc nl -ba src/agilab/apps/sat_trajectory_project/src/sat_trajectory_worker/sat_trajectory_worker.py | sed -n '40,120p'	1	2025-11-12T10:41:53.665000+00:00	2025-11-12T10:41:53.665000+00:00	1	1	bash -lc nl -ba src/agilab/apps/sat_trajectory_project/src/sat_trajectory_worker/sat_trajectory_worker.py | sed -n '40,120p'
bash -lc nl -ba src/agilab/apps/sb3_trainer_project/src/sb3_trainer/app_args.py	1	2025-11-13T17:21:08.270000+00:00	2025-11-13T17:21:08.270000+00:00	1	1	bash -lc nl -ba src/agilab/apps/sb3_trainer_project/src/sb3_trainer/app_args.py
bash -lc nl -ba src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py | sed -n '1600,1745p'	1	2025-11-12T05:35:04.050000+00:00	2025-11-12T05:35:04.050000+00:00	1	1	bash -lc nl -ba src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py | sed -n '1600,1745p'
bash -lc nl -ba src/agilab/core/agi-env/src/agi_env/agi_env.py | sed -n '2360,2405p'	1	2025-11-07T17:07:52.232000+00:00	2025-11-07T17:07:52.232000+00:00	1	1	bash -lc nl -ba src/agilab/core/agi-env/src/agi_env/agi_env.py | sed -n '2360,2405p'
bash -lc nl -ba src/agilab/core/agi-env/src/agi_env/agi_env.py | sed -n '2380,2445p'	1	2025-11-11T13:03:36.749000+00:00	2025-11-11T13:03:36.749000+00:00	1	1	bash -lc nl -ba src/agilab/core/agi-env/src/agi_env/agi_env.py | sed -n '2380,2445p'
bash -lc nl -ba src/agilab/core/agi-env/src/agi_env/agi_env.py | sed -n '2385,2445p'	1	2025-11-10T08:44:42.765000+00:00	2025-11-10T08:44:42.765000+00:00	1	1	bash -lc nl -ba src/agilab/core/agi-env/src/agi_env/agi_env.py | sed -n '2385,2445p'
bash -lc nl -ba src/agilab/core/agi-env/src/agi_env/agi_env.py | sed -n '2405,2455p'	1	2025-11-07T17:07:55.292000+00:00	2025-11-07T17:07:55.292000+00:00	1	1	bash -lc nl -ba src/agilab/core/agi-env/src/agi_env/agi_env.py | sed -n '2405,2455p'
bash -lc nl -ba src/agilab/core/agi-env/src/agi_env/agi_env.py | sed -n '2460,2520p'	1	2025-11-10T08:44:45.437000+00:00	2025-11-10T08:44:45.437000+00:00	1	1	bash -lc nl -ba src/agilab/core/agi-env/src/agi_env/agi_env.py | sed -n '2460,2520p'
bash -lc nl -ba src/agilab/core/agi-env/src/agi_env/agi_env.py | sed -n '780,860p'	1	2025-11-13T07:17:31.007000+00:00	2025-11-13T07:17:31.007000+00:00	1	1	bash -lc nl -ba src/agilab/core/agi-env/src/agi_env/agi_env.py | sed -n '780,860p'
bash -lc nl -ba src/agilab/core/agi-env/src/agi_env/agi_env.py | sed -n '820,930p'	1	2025-11-11T13:03:33.309000+00:00	2025-11-11T13:03:33.309000+00:00	1	1	bash -lc nl -ba src/agilab/core/agi-env/src/agi_env/agi_env.py | sed -n '820,930p'
bash -lc nl -ba src/agilab/core/agi-env/src/agi_env/agi_env.py | sed -n '840,890p'	1	2025-11-07T08:47:19.411000+00:00	2025-11-07T08:47:19.411000+00:00	1	1	bash -lc nl -ba src/agilab/core/agi-env/src/agi_env/agi_env.py | sed -n '840,890p'
bash -lc nl -ba src/agilab/core/agi-env/test/test_agi_env.py | sed -n '1,120p'	1	2025-11-13T07:17:27.904000+00:00	2025-11-13T07:17:27.904000+00:00	1	1	bash -lc nl -ba src/agilab/core/agi-env/test/test_agi_env.py | sed -n '1,120p'
bash -lc nl -ba src/agilab/core/agi-node/src/agi_node/agi_dispatcher/base_worker.py | sed -n '600,700p'	1	2025-11-12T09:09:06.431000+00:00	2025-11-12T09:09:06.431000+00:00	1	1	bash -lc nl -ba src/agilab/core/agi-node/src/agi_node/agi_dispatcher/base_worker.py | sed -n '600,700p'
bash -lc nl -ba src/agilab/examples/flight_trajectory/AGI_run_flight_trajectory.py | sed -n '1,80p'	1	2025-11-07T18:08:27.504000+00:00	2025-11-07T18:08:27.504000+00:00	1	1	bash -lc nl -ba src/agilab/examples/flight_trajectory/AGI_run_flight_trajectory.py | sed -n '1,80p'
bash -lc nl -ba tools/export_codex_shell_stats.py | sed -n '1,200p'	1	2025-11-13T10:29:21.853000+00:00	2025-11-13T10:29:21.853000+00:00	1	1	bash -lc nl -ba tools/export_codex_shell_stats.py | sed -n '1,200p'
bash -lc nl -ba tools/export_codex_shell_stats.py | sed -n '200,400p'	1	2025-11-13T10:29:24.463000+00:00	2025-11-13T10:29:24.463000+00:00	1	1	bash -lc nl -ba tools/export_codex_shell_stats.py | sed -n '200,400p'
bash -lc nl -ba tools/run_configs/agilab/agilab-run-dev.sh | head -n 40	1	2025-11-13T12:08:59.822000+00:00	2025-11-13T12:08:59.822000+00:00	1	1	bash -lc nl -ba tools/run_configs/agilab/agilab-run-dev.sh | head -n 40
bash -lc pgrep -f view_maps.py	1	2025-11-08T11:19:56.068000+00:00	2025-11-08T11:19:56.068000+00:00	1	1	bash -lc pgrep -f view_maps.py
bash -lc pgrep -f view_maps.py -n	1	2025-11-08T11:20:02.727000+00:00	2025-11-08T11:20:02.727000+00:00	1	1	bash -lc pgrep -f view_maps.py -n
bash -lc pgrep -fl dask	1	2025-11-10T12:15:02.332000+00:00	2025-11-10T12:15:02.332000+00:00	1	1	bash -lc pgrep -fl dask
bash -lc printenv AGI_SHARE_DIR	1	2025-11-10T10:27:28.423000+00:00	2025-11-10T10:27:28.423000+00:00	1	1	bash -lc printenv AGI_SHARE_DIR
bash -lc printenv | grep AGI_EXPORT_DIR	1	2025-11-08T11:19:28.914000+00:00	2025-11-08T11:19:28.914000+00:00	1	1	bash -lc printenv | grep AGI_EXPORT_DIR
bash -lc printf '33313037393941744a506d3b' | xxd -r -p > /tmp/jpm_pass	1	2025-11-08T09:13:07.244000+00:00	2025-11-08T09:13:07.244000+00:00	1	1	bash -lc printf '33313037393941744a506d3b' | xxd -r -p > /tmp/jpm_pass
bash -lc ps -p 6855 -o pid,ppid,command	1	2025-11-08T11:19:59.941000+00:00	2025-11-08T11:19:59.941000+00:00	1	1	bash -lc ps -p 6855 -o pid,ppid,command
bash -lc ps -p 6856 -o pid,ppid,command	1	2025-11-08T11:20:18.066000+00:00	2025-11-08T11:20:18.066000+00:00	1	1	bash -lc ps -p 6856 -o pid,ppid,command
bash -lc ps -p 6857 -o pid,ppid,command	1	2025-11-08T11:20:31.515000+00:00	2025-11-08T11:20:31.515000+00:00	1	1	bash -lc ps -p 6857 -o pid,ppid,command
bash -lc ps -p 8606	1	2025-11-08T11:19:51.646000+00:00	2025-11-08T11:19:51.646000+00:00	1	1	bash -lc ps -p 8606
bash -lc ps aux | grep -i dask | head	1	2025-11-10T12:14:37.945000+00:00	2025-11-10T12:14:37.945000+00:00	1	1	bash -lc ps aux | grep -i dask | head
bash -lc ps aux | grep -i python | head	1	2025-11-10T12:14:41.186000+00:00	2025-11-10T12:14:41.186000+00:00	1	1	bash -lc ps aux | grep -i python | head
bash -lc ps aux | grep 13483	1	2025-11-13T12:32:29.697000+00:00	2025-11-13T12:32:29.697000+00:00	1	1	bash -lc ps aux | grep 13483
bash -lc ps aux | grep dask | grep -v grep	1	2025-11-13T12:24:31.124000+00:00	2025-11-13T12:24:31.124000+00:00	1	1	bash -lc ps aux | grep dask | grep -v grep
bash -lc psutil_pid=6855; python3 - <<'PY' import psutil p = psutil.Process(6855) print(p.cmdline()) print(p.cwd()) PY	1	2025-11-08T11:20:11.443000+00:00	2025-11-08T11:20:11.443000+00:00	1	1	bash -lc psutil_pid=6855; python3 - <<'PY' import psutil p = psutil.Process(6855) print(p.cmdline()) print(p.cwd()) PY
bash -lc python - <<'PY' from agi_env import AgiEnv from pathlib import Path app_env = AgiEnv(apps_dir=str(Path('src/agilab/apps').resolve()), app='flight_trajectory_project', verbose=1) print(app_env.envars.get('192.168.20.111_CMD_PREFIX')) PY	1	2025-11-07T17:05:08.139000+00:00	2025-11-07T17:05:08.139000+00:00	1	1	bash -lc python - <<'PY' from agi_env import AgiEnv from pathlib import Path app_env = AgiEnv(apps_dir=str(Path('src/agilab/apps').resolve()), app='flight_trajectory_project', verbose=1) print(app_env.envars.get('192.168.20.111_CMD_PREFIX')) PY
bash -lc python - <<'PY' from agi_env import AgiEnv from pathlib import Path app_path = Path('src/agilab/apps/flight_trajectory_project').resolve() env = AgiEnv(apps_dir=app_path.parent, app=app_path.name, verbose=1) print('home_abs', env.home_abs) print('data_rel', env.data_rel) print('share', env.AGI_SHARE_DIR) print('data target path', (env.home_abs / env.data_rel).expanduser()) PY	1	2025-11-11T12:47:19.142000+00:00	2025-11-11T12:47:19.142000+00:00	1	1	bash -lc python - <<'PY' from agi_env import AgiEnv from pathlib import Path app_path = Path('src/agilab/apps/flight_trajectory_project').resolve() env = AgiEnv(apps_dir=app_path.parent, app=app_path.name, verbose=1) print('home_abs', env.home_abs) print('data_rel', env.data_rel) print('share', env.AGI_SHARE_DIR) print('data target path', (env.home_abs / env.data_rel).expanduser()) PY
bash -lc python - <<'PY' from agi_node.agi_dispatcher import BaseWorker import agi_node print(BaseWorker.__module__) PY	1	2025-11-13T12:26:56.849000+00:00	2025-11-13T12:26:56.849000+00:00	1	1	bash -lc python - <<'PY' from agi_node.agi_dispatcher import BaseWorker import agi_node print(BaseWorker.__module__) PY
bash -lc python - <<'PY' from pathlib import Path import os root = Path('/Users/agi/clustershare/flight_trajectory/dataset') files = list(root.rglob('*')) latest = max((p.stat().st_mtime for p in files if p.is_file()), default=0) print('latest', latest) print('latest path', max((p for p in files if p.is_file()), key=lambda p: p.stat().st_mtime)) print('archive', Path('src/agilab/apps/flight_trajectory_project/src/flight_trajectory_worker/dataset.7z').stat().st_mtime) PY	1	2025-11-12T12:43:03.838000+00:00	2025-11-12T12:43:03.838000+00:00	1	1	bash -lc python - <<'PY' from pathlib import Path import os root = Path('/Users/agi/clustershare/flight_trajectory/dataset') files = list(root.rglob('*')) latest = max((p.stat().st_mtime for p in files if p.is_file()), default=0) print('latest', latest) print('latest path', max((p for p in files if p.is_file()), key=lambda p: p.stat().st_mtime)) print('archive', Path('src/agilab/apps/flight_trajectory_project/src/flight_trajectory_worker/dataset.7z').stat().st_mtime) PY
bash -lc python - <<'PY' from pathlib import Path import re path = Path('src/agilab/pages/▶️ EXECUTE.py') text = path.read_text() for m in re.finditer(r'st\.(?:sidebar\.)?text_input\([^\n]+', text):     snippet = m.group(0)     if 'Data' in snippet or 'directory' in snippet:         print(snippet[:120]) PY	1	2025-11-10T09:55:45.629000+00:00	2025-11-10T09:55:45.629000+00:00	1	1	bash -lc python - <<'PY' from pathlib import Path import re path = Path('src/agilab/pages/▶️ EXECUTE.py') text = path.read_text() for m in re.finditer(r'st\.(?:sidebar\.)?text_input\([^\n]+', text):     snippet = m.group(0)     if 'Data' in snippet or 'directory' in snippet:         print(snippet[:120]) PY
bash -lc python - <<'PY' from pathlib import Path p = Path('/Users/agi/clustershare') print('exists', p.exists()) print('is_dir', p.is_dir()) print('stat?') try:     st = p.stat()     print('stat ok', st.st_mode) except Exception as e:     print('stat error', e) PY	1	2025-11-10T08:41:40.658000+00:00	2025-11-10T08:41:40.658000+00:00	1	1	bash -lc python - <<'PY' from pathlib import Path p = Path('/Users/agi/clustershare') print('exists', p.exists()) print('is_dir', p.is_dir()) print('stat?') try:     st = p.stat()     print('stat ok', st.st_mode) except Exception as e:     print('stat error', e) PY
